title,authors,published,categories,summary,link
Musical ethnocentrism in Large Language Models,Anna Kruspe,2025-01-23,"cs.CL, cs.AI, cs.SD, eess.AS","Large Language Models (LLMs) reflect the biases in their training data and,
by extension, those of the people who created this training data. Detecting,
analyzing, and mitigating such biases is becoming a focus of research. One type
of bias that has been understudied so far are geocultural biases. Those can be
caused by an imbalance in the representation of different geographic regions
and cultures in the training data, but also by value judgments contained
therein. In this paper, we make a first step towards analyzing musical biases
in LLMs, particularly ChatGPT and Mixtral. We conduct two experiments. In the
first, we prompt LLMs to provide lists of the ""Top 100"" musical contributors of
various categories and analyze their countries of origin. In the second
experiment, we ask the LLMs to numerically rate various aspects of the musical
cultures of different countries. Our results indicate a strong preference of
the LLMs for Western music cultures in both experiments.",http://arxiv.org/abs/2501.13720v1
"A Mutual Information Perspective on Multiple Latent Variable Generative
  Models for Positive View Generation",Dario Serez; Marco Cristani; Alessio Del Bue; Vittorio Murino; Pietro Morerio,2025-01-23,cs.CV,"In image generation, Multiple Latent Variable Generative Models (MLVGMs)
employ multiple latent variables to gradually shape the final images, from
global characteristics to finer and local details (e.g., StyleGAN, NVAE),
emerging as powerful tools for diverse applications. Yet their generative
dynamics and latent variable utilization remain only empirically observed. In
this work, we propose a novel framework to systematically quantify the impact
of each latent variable in MLVGMs, using Mutual Information (MI) as a guiding
metric. Our analysis reveals underutilized variables and can guide the use of
MLVGMs in downstream applications.
  With this foundation, we introduce a method for generating synthetic data for
Self-Supervised Contrastive Representation Learning (SSCRL). By leveraging the
hierarchical and disentangled variables of MLVGMs, and guided by the previous
analysis, we apply tailored latent perturbations to produce diverse views for
SSCRL, without relying on real data altogether.
  Additionally, we introduce a Continuous Sampling (CS) strategy, where the
generator dynamically creates new samples during SSCRL training, greatly
increasing data variability. Our comprehensive experiments demonstrate the
effectiveness of these contributions, showing that MLVGMs' generated views
compete on par with or even surpass views generated from real data.
  This work establishes a principled approach to understanding and exploiting
MLVGMs, advancing both generative modeling and self-supervised learning.",http://arxiv.org/abs/2501.13718v1
"Skin Disease Detection and Classification of Actinic Keratosis and
  Psoriasis Utilizing Deep Transfer Learning",Fahud Ahmmed; Md. Zaheer Raihan; Kamnur Nahar; D. M. Asadujjaman; Md. Mahfujur Rahman; Abdullah Tamim,2025-01-23,"cs.CV, cs.AI, 68T07, J.3","Skin diseases can arise from infections, allergies, genetic factors,
autoimmune disorders, hormonal imbalances, or environmental triggers such as
sun damage and pollution. Some skin diseases, such as Actinic Keratosis and
Psoriasis, can be fatal if not treated in time. Early identification is
crucial, but the diagnostic methods for these conditions are often expensive
and not widely accessible. In this study, we propose a novel and efficient
method for diagnosing skin diseases using deep learning techniques. This
approach employs a modified VGG16 Convolutional Neural Network (CNN) model. The
model includes several convolutional layers and utilizes ImageNet weights with
modified top layers. The top layer is updated with fully connected layers and a
final softmax activation layer to classify skin diseases. The dataset used,
titled ""Skin Disease Dataset,"" is publicly available. While the VGG16
architecture does not include data augmentation by default, preprocessing
techniques such as rotation, shifting, and zooming were applied to augment the
data prior to model training. The proposed methodology achieved 90.67% accuracy
using the modified VGG16 model, demonstrating its reliability in classifying
skin diseases. The promising results highlight the potential of this approach
for real-world applications.",http://arxiv.org/abs/2501.13713v1
"Formally Verified Neurosymbolic Trajectory Learning via Tensor-based
  Linear Temporal Logic on Finite Traces",Mark Chevallier; Filip Smola; Richard Schmoetten; Jacques D. Fleuriot,2025-01-23,"cs.AI, cs.LG, cs.LO","We present a novel formalisation of tensor semantics for linear temporal
logic on finite traces (LTLf), with formal proofs of correctness carried out in
the theorem prover Isabelle/HOL. We demonstrate that this formalisation can be
integrated into a neurosymbolic learning process by defining and verifying a
differentiable loss function for the LTLf constraints, and automatically
generating an implementation that integrates with PyTorch. We show that, by
using this loss, the process learns to satisfy pre-specified logical
constraints. Our approach offers a fully rigorous framework for constrained
training, eliminating many of the inherent risks of ad-hoc, manual
implementations of logical aspects directly in an ""unsafe"" programming language
such as Python, while retaining efficiency in implementation.",http://arxiv.org/abs/2501.13712v1
"YOLO11-JDE: Fast and Accurate Multi-Object Tracking with Self-Supervised
  Re-ID",Iñaki Erregue; Kamal Nasrollahi; Sergio Escalera,2025-01-23,"cs.CV, cs.AI","We introduce YOLO11-JDE, a fast and accurate multi-object tracking (MOT)
solution that combines real-time object detection with self-supervised
Re-Identification (Re-ID). By incorporating a dedicated Re-ID branch into
YOLO11s, our model performs Joint Detection and Embedding (JDE), generating
appearance features for each detection. The Re-ID branch is trained in a fully
self-supervised setting while simultaneously training for detection,
eliminating the need for costly identity-labeled datasets. The triplet loss,
with hard positive and semi-hard negative mining strategies, is used for
learning discriminative embeddings. Data association is enhanced with a custom
tracking implementation that successfully integrates motion, appearance, and
location cues. YOLO11-JDE achieves competitive results on MOT17 and MOT20
benchmarks, surpassing existing JDE methods in terms of FPS and using up to ten
times fewer parameters. Thus, making our method a highly attractive solution
for real-world applications.",http://arxiv.org/abs/2501.13710v1
Regularizing cross entropy loss via minimum entropy and K-L divergence,Abdulrahman Oladipupo Ibraheem,2025-01-23,"cs.CV, cs.LG","I introduce two novel loss functions for classification in deep learning. The
two loss functions extend standard cross entropy loss by regularizing it with
minimum entropy and Kullback-Leibler (K-L) divergence terms. The first of the
two novel loss functions is termed mixed entropy loss (MIX-ENT for short),
while the second one is termed minimum entropy regularized cross-entropy loss
(MIN-ENT for short). The MIX-ENT function introduces a regularizer that can be
shown to be equivalent to the sum of a minimum entropy term and a K-L
divergence term. However, it should be noted that the K-L divergence term here
is different from that in the standard cross-entropy loss function, in the
sense that it swaps the roles of the target probability and the hypothesis
probability. The MIN-ENT function simply adds a minimum entropy regularizer to
the standard cross entropy loss function. In both MIX-ENT and MIN-ENT, the
minimum entropy regularizer minimizes the entropy of the hypothesis probability
distribution which is output by the neural network. Experiments on the
EMNIST-Letters dataset shows that my implementation of MIX-ENT and MIN-ENT lets
the VGG model climb from its previous 3rd position on the paperswithcode
leaderboard to reach the 2nd position on the leaderboard, outperforming the
Spinal-VGG model in so doing. Specifically, using standard cross-entropy, VGG
achieves 95.86% while Spinal-VGG achieves 95.88% classification accuracies,
whereas using VGG (without Spinal-VGG) our MIN-ENT achieved 95.933%, while our
MIX-ENT achieved 95.927% accuracies. The pre-trained models for both MIX-ENT
and MIN-ENT are at https://github.com/rahmanoladi/minimum entropy project.",http://arxiv.org/abs/2501.13709v1
EventVL: Understand Event Streams via Multimodal Large Language Model,Pengteng Li; Yunfan Lu; Pinghao Song; Wuyang Li; Huizai Yao; Hui Xiong,2025-01-23,"cs.CV, cs.AI","The event-based Vision-Language Model (VLM) recently has made good progress
for practical vision tasks. However, most of these works just utilize CLIP for
focusing on traditional perception tasks, which obstruct model understanding
explicitly the sufficient semantics and context from event streams. To address
the deficiency, we propose EventVL, the first generative event-based MLLM
(Multimodal Large Language Model) framework for explicit semantic
understanding. Specifically, to bridge the data gap for connecting different
modalities semantics, we first annotate a large event-image/video-text dataset,
containing almost 1.4 million high-quality pairs of data, which enables
effective learning across various scenes, e.g., drive scene or human motion.
After that, we design Event Spatiotemporal Representation to fully explore the
comprehensive information by diversely aggregating and segmenting the event
stream. To further promote a compact semantic space, Dynamic Semantic Alignment
is introduced to improve and complete sparse semantic spaces of events.
Extensive experiments show that our EventVL can significantly surpass existing
MLLM baselines in event captioning and scene description generation tasks. We
hope our research could contribute to the development of the event vision
community.",http://arxiv.org/abs/2501.13707v1
"A real-time battle situation intelligent awareness system based on
  Meta-learning & RNN",Yuchun Li; Zihan Lin; Xize Wang; Chunyang Liu; Liaoyuan Wu; Fang Zhang,2025-01-23,"cs.LG, cs.NA, math.NA","In modern warfare, real-time and accurate battle situation analysis is
crucial for making strategic and tactical decisions. The proposed real-time
battle situation intelligent awareness system (BSIAS) aims at meta-learning
analysis and stepwise RNN (recurrent neural network) modeling, where the former
carries out the basic processing and analysis of battlefield data, which
includes multi-steps such as data cleansing, data fusion, data mining and
continuously updates, and the latter optimizes the battlefield modeling by
stepwise capturing the temporal dependencies of data set. BSIAS can predict the
possible movement from any side of the fence and attack routes by taking a
simulated battle as an example, which can be an intelligent support platform
for commanders to make scientific decisions during wartime. This work delivers
the potential application of integrated BSIAS in the field of battlefield
command & analysis engineering.",http://arxiv.org/abs/2501.13704v1
GenTL: A General Transfer Learning Model for Building Thermal Dynamics,Fabian Raisch; Thomas Krug; Christoph Goebel; Benjamin Tischler,2025-01-23,"eess.SY, cs.LG, cs.SY","Transfer Learning (TL) is an emerging field in modeling building thermal
dynamics. This method reduces the data required for a data-driven model of a
target building by leveraging knowledge from a source building. Consequently,
it enables the creation of data-efficient models that can be used for advanced
control and fault detection & diagnosis. A major limitation of the TL approach
is its inconsistent performance across different sources. Although accurate
source-building selection for a target is crucial, it remains a persistent
challenge.
  We present GenTL, a general transfer learning model for single-family houses
in Central Europe. GenTL can be efficiently fine-tuned to a large variety of
target buildings. It is pretrained on a Long Short-Term Memory (LSTM) network
with data from 450 different buildings. The general transfer learning model
eliminates the need for source-building selection by serving as a universal
source for fine-tuning. Comparative analysis with conventional single-source to
single-target TL demonstrates the efficacy and reliability of the general
pretraining approach. Testing GenTL on 144 target buildings for fine-tuning
reveals an average prediction error (RMSE) reduction of 42.1 % compared to
fine-tuning single-source models.",http://arxiv.org/abs/2501.13703v1
"DI-BENCH: Benchmarking Large Language Models on Dependency Inference
  with Testable Repositories at Scale",Linghao Zhang; Junhao Wang; Shilin He; Chaoyun Zhang; Yu Kang; Bowen Li; Jiaheng Wen; Chengxing Xie; Maoquan Wang; Yufan Huang; Elsie Nallipogu; Qingwei Lin; Yingnong Dang; Saravan Rajmohan; Dongmei Zhang; Qi Zhang,2025-01-23,"cs.CL, cs.SE","Large Language Models have advanced automated software development, however,
it remains a challenge to correctly infer dependencies, namely, identifying the
internal components and external packages required for a repository to
successfully run. Existing studies highlight that dependency-related issues
cause over 40\% of observed runtime errors on the generated repository. To
address this, we introduce DI-BENCH, a large-scale benchmark and evaluation
framework specifically designed to assess LLMs' capability on dependency
inference. The benchmark features 581 repositories with testing environments
across Python, C#, Rust, and JavaScript. Extensive experiments with textual and
execution-based metrics reveal that the current best-performing model achieves
only a 42.9% execution pass rate, indicating significant room for improvement.
DI-BENCH establishes a new viewpoint for evaluating LLM performance on
repositories, paving the way for more robust end-to-end software synthesis.",http://arxiv.org/abs/2501.13699v1
The First Indoor Pathloss Radio Map Prediction Challenge,Stefanos Bakirtzis; Çağkan Yapar; Kehai Qiu; Ian Wassell; Jie Zhang,2025-01-23,"eess.SP, cs.LG","To encourage further research and to facilitate fair comparisons in the
development of deep learning-based radio propagation models, in the less
explored case of directional radio signal emissions in indoor propagation
environments, we have launched the ICASSP 2025 First Indoor Pathloss Radio Map
Prediction Challenge. This overview paper describes the indoor path loss
prediction problem, the datasets used, the Challenge tasks, and the evaluation
methodology. Finally, the results of the Challenge and a summary of the
submitted methods are presented.",http://arxiv.org/abs/2501.13698v1
Training-Free Consistency Pipeline for Fashion Repose,Potito Aghilar; Vito Walter Anelli; Michelantonio Trizio; Tommaso Di Noia,2025-01-23,"cs.CV, cs.AI, cs.SE","Recent advancements in diffusion models have significantly broadened the
possibilities for editing images of real-world objects. However, performing
non-rigid transformations, such as changing the pose of objects or image-based
conditioning, remains challenging. Maintaining object identity during these
edits is difficult, and current methods often fall short of the precision
needed for industrial applications, where consistency is critical.
Additionally, fine-tuning diffusion models requires custom training data, which
is not always accessible in real-world scenarios. This work introduces
FashionRepose, a training-free pipeline for non-rigid pose editing specifically
designed for the fashion industry. The approach integrates off-the-shelf models
to adjust poses of long-sleeve garments, maintaining identity and branding
attributes. FashionRepose uses a zero-shot approach to perform these edits in
near real-time, eliminating the need for specialized training. consistent image
editing. The solution holds potential for applications in the fashion industry
and other fields demanding identity preservation in image editing.",http://arxiv.org/abs/2501.13692v1
"Variational U-Net with Local Alignment for Joint Tumor Extraction and
  Registration (VALOR-Net) of Breast MRI Data Acquired at Two Different Field
  Strengths",Muhammad Shahkar Khan; Haider Ali; Laura Villazan Garcia; Noor Badshah; Siegfried Trattnig; Florian Schwarzhans; Ramona Woitek; Olgica Zaric,2025-01-23,"eess.IV, cs.CV","Background: Multiparametric breast MRI data might improve tumor diagnostics,
characterization, and treatment planning. Accurate alignment and delineation of
images acquired at different field strengths such as 3T and 7T, remain
challenging research tasks. Purpose: To address alignment challenges and enable
consistent tumor segmentation across different MRI field strengths. Study type:
Retrospective. Subjects: Nine female subjects with breast tumors were involved:
six histologically proven invasive ductal carcinomas (IDC) and three
fibroadenomas. Field strength/sequence: Imaging was performed at 3T and 7T
scanners using post-contrast T1-weighted three-dimensional time-resolved
angiography with stochastic trajectories (TWIST) sequence. Assessments: The
method's performance for joint image registration and tumor segmentation was
evaluated using several quantitative metrics, including signal-to-noise ratio
(PSNR), structural similarity index (SSIM), normalized cross-correlation (NCC),
Dice coefficient, F1 score, and relative sum of squared differences (rel SSD).
Statistical tests: The Pearson correlation coefficient was used to test the
relationship between the registration and segmentation metrics. Results: When
calculated for each subject individually, the PSNR was in a range from 27.5 to
34.5 dB, and the SSIM was from 82.6 to 92.8%. The model achieved an NCC from
96.4 to 99.3% and a Dice coefficient of 62.9 to 95.3%. The F1 score was between
55.4 and 93.2% and the rel SSD was in the range of 2.0 and 7.5%. The
segmentation metrics Dice and F1 Score are highly correlated (0.995), while a
moderate correlation between NCC and SSIM (0.681) was found for registration.
Data conclusion: Initial results demonstrate that the proposed method may be
feasible in providing joint tumor segmentation and registration of MRI data
acquired at different field strengths.",http://arxiv.org/abs/2501.13690v1
"Question Answering on Patient Medical Records with Private Fine-Tuned
  LLMs",Sara Kothari; Ayush Gupta,2025-01-23,"cs.CL, cs.AI","Healthcare systems continuously generate vast amounts of electronic health
records (EHRs), commonly stored in the Fast Healthcare Interoperability
Resources (FHIR) standard. Despite the wealth of information in these records,
their complexity and volume make it difficult for users to retrieve and
interpret crucial health insights. Recent advances in Large Language Models
(LLMs) offer a solution, enabling semantic question answering (QA) over medical
data, allowing users to interact with their health records more effectively.
However, ensuring privacy and compliance requires edge and private deployments
of LLMs.
  This paper proposes a novel approach to semantic QA over EHRs by first
identifying the most relevant FHIR resources for a user query (Task1) and
subsequently answering the query based on these resources (Task2). We explore
the performance of privately hosted, fine-tuned LLMs, evaluating them against
benchmark models such as GPT-4 and GPT-4o. Our results demonstrate that
fine-tuned LLMs, while 250x smaller in size, outperform GPT-4 family models by
0.55% in F1 score on Task1 and 42% on Meteor Task in Task2. Additionally, we
examine advanced aspects of LLM usage, including sequential fine-tuning, model
self-evaluation (narcissistic evaluation), and the impact of training data size
on performance. The models and datasets are available here:
https://huggingface.co/genloop",http://arxiv.org/abs/2501.13687v1
"Unlearning Clients, Features and Samples in Vertical Federated Learning",Ayush K. Varshney; Konstantinos Vandikas; Vicenç Torra,2025-01-23,"cs.LG, cs.AI","Federated Learning (FL) has emerged as a prominent distributed learning
paradigm. Within the scope of privacy preservation, information privacy
regulations such as GDPR entitle users to request the removal (or unlearning)
of their contribution from a service that is hosting the model. For this
purpose, a server hosting an ML model must be able to unlearn certain
information in cases such as copyright infringement or security issues that can
make the model vulnerable or impact the performance of a service based on that
model. While most unlearning approaches in FL focus on Horizontal FL (HFL),
where clients share the feature space and the global model, Vertical FL (VFL)
has received less attention from the research community. VFL involves clients
(passive parties) sharing the sample space among them while not having access
to the labels. In this paper, we explore unlearning in VFL from three
perspectives: unlearning clients, unlearning features, and unlearning samples.
To unlearn clients and features we introduce VFU-KD which is based on knowledge
distillation (KD) while to unlearn samples, VFU-GA is introduced which is based
on gradient ascent. To provide evidence of approximate unlearning, we utilize
Membership Inference Attack (MIA) to audit the effectiveness of our unlearning
approach. Our experiments across six tabular datasets and two image datasets
demonstrate that VFU-KD and VFU-GA achieve performance comparable to or better
than both retraining from scratch and the benchmark R2S method in many cases,
with improvements of $(0-2\%)$. In the remaining cases, utility scores remain
comparable, with a modest utility loss ranging from $1-5\%$. Unlike existing
methods, VFU-KD and VFU-GA require no communication between active and passive
parties during unlearning. However, they do require the active party to store
the previously communicated embeddings.",http://arxiv.org/abs/2501.13683v1
"Collective Memory and Narrative Cohesion: A Computational Study of
  Palestinian Refugee Oral Histories in Lebanon",Ghadeer Awwad; Lavinia Dunagan; David Gamba; Tamara N. Rayan,2025-01-23,"cs.CL, J.4; I.2.7","This study uses the Palestinian Oral History Archive (POHA) to investigate
how Palestinian refugee groups in Lebanon sustain a cohesive collective memory
of the Nakba through shared narratives. Grounded in Halbwachs' theory of group
memory, we employ statistical analysis of pairwise similarity of narratives,
focusing on the influence of shared gender and location. We use textual
representation and semantic embeddings of narratives to represent the
interviews themselves. Our analysis demonstrates that shared origin is a
powerful determinant of narrative similarity across thematic keywords,
landmarks, and significant figures, as well as in semantic embeddings of the
narratives. Meanwhile, shared residence fosters cohesion, with its impact
significantly amplified when paired with shared origin. Additionally, women's
narratives exhibit heightened thematic cohesion, particularly in recounting
experiences of the British occupation, underscoring the gendered dimensions of
memory formation. This research deepens the understanding of collective memory
in diasporic settings, emphasizing the critical role of oral histories in
safeguarding Palestinian identity and resisting erasure.",http://arxiv.org/abs/2501.13682v1
"HumorReject: Decoupling LLM Safety from Refusal Prefix via A Little
  Humor",Zihui Wu; Haichang Gao; Jiacheng Luo; Zhaoxiang Liu,2025-01-23,"cs.LG, cs.CR","Large Language Models (LLMs) commonly rely on explicit refusal prefixes for
safety, making them vulnerable to prefix injection attacks. We introduce
HumorReject, a novel data-driven approach that fundamentally reimagines LLM
safety by decoupling it from refusal prefixes through the use of humor as an
indirect refusal strategy. Rather than explicitly rejecting harmful
instructions, HumorReject responds with contextually appropriate humor that
naturally defuses potentially dangerous requests while maintaining engaging
interactions. Our approach effectively addresses the common ""over-defense""
issues in existing safety mechanisms, demonstrating superior robustness against
various attack vectors while preserving natural and high-quality interactions
on legitimate tasks. Our findings suggest that innovations at the data level
are even more fundamental than the alignment algorithm itself in achieving
effective LLM safety, opening new directions for developing more resilient and
user-friendly AI systems.",http://arxiv.org/abs/2501.13677v1
Certified Robustness Under Bounded Levenshtein Distance,Elias Abad Rocamora; Grigorios G. Chrysos; Volkan Cevher,2025-01-23,"cs.LG, cs.AI, cs.CL","Text classifiers suffer from small perturbations, that if chosen
adversarially, can dramatically change the output of the model. Verification
methods can provide robustness certificates against such adversarial
perturbations, by computing a sound lower bound on the robust accuracy.
Nevertheless, existing verification methods incur in prohibitive costs and
cannot practically handle Levenshtein distance constraints. We propose the
first method for computing the Lipschitz constant of convolutional classifiers
with respect to the Levenshtein distance. We use these Lipschitz constant
estimates for training 1-Lipschitz classifiers. This enables computing the
certified radius of a classifier in a single forward pass. Our method, LipsLev,
is able to obtain $38.80$% and $13.93$% verified accuracy at distance $1$ and
$2$ respectively in the AG-News dataset, while being $4$ orders of magnitude
faster than existing approaches. We believe our work can open the door to more
efficient verification in the text domain.",http://arxiv.org/abs/2501.13676v1
"How to Complete Domain Tuning while Keeping General Ability in LLM:
  Adaptive Layer-wise and Element-wise Regularization",Shezheng Song; Hao Xu; Jun Ma; Shasha Li; Long Peng; Qian Wan; Xiaodong Liu; Jie Yu,2025-01-23,"cs.CL, cs.AI","Large Language Models (LLMs) exhibit strong general-purpose language
capabilities. However, fine-tuning these models on domain-specific tasks often
leads to catastrophic forgetting, where the model overwrites or loses essential
knowledge acquired during pretraining. This phenomenon significantly limits the
broader applicability of LLMs. To address this challenge, we propose a novel
approach to compute the element-wise importance of model parameters crucial for
preserving general knowledge during fine-tuning. Our method utilizes a
dual-objective optimization strategy: (1) regularization loss to retain the
parameter crucial for general knowledge; (2) cross-entropy loss to adapt to
domain-specific tasks. Additionally, we introduce layer-wise coefficients to
account for the varying contributions of different layers, dynamically
balancing the dual-objective optimization. Extensive experiments on scientific,
medical, and physical tasks using GPT-J and LLaMA-3 demonstrate that our
approach mitigates catastrophic forgetting while enhancing model adaptability.
Compared to previous methods, our solution is approximately 20 times faster and
requires only 10%-15% of the storage, highlighting the practical efficiency.
The code will be released.",http://arxiv.org/abs/2501.13669v1
"MPG-SAM 2: Adapting SAM 2 with Mask Priors and Global Context for
  Referring Video Object Segmentation",Fu Rong; Meng Lan; Qian Zhang; Lefei Zhang,2025-01-23,cs.CV,"Referring video object segmentation (RVOS) aims to segment objects in a video
according to textual descriptions, which requires the integration of multimodal
information and temporal dynamics perception. The Segment Anything Model 2 (SAM
2) has shown great effectiveness across various video segmentation tasks.
However, its application to offline RVOS is challenged by the translation of
the text into effective prompts and a lack of global context awareness. In this
paper, we propose a novel RVOS framework, termed MPG-SAM 2, to address these
challenges. Specifically, MPG-SAM 2 employs a unified multimodal encoder to
jointly encode video and textual features, generating semantically aligned
video and text embeddings, along with multimodal class tokens. A mask prior
generator utilizes the video embeddings and class tokens to create pseudo masks
of target objects and global context. These masks are fed into the prompt
encoder as dense prompts along with multimodal class tokens as sparse prompts
to generate accurate prompts for SAM 2. To provide the online SAM 2 with a
global view, we introduce a hierarchical global-historical aggregator, which
allows SAM 2 to aggregate global and historical information of target objects
at both pixel and object levels, enhancing the target representation and
temporal consistency. Extensive experiments on several RVOS benchmarks
demonstrate the superiority of MPG-SAM 2 and the effectiveness of our proposed
modules.",http://arxiv.org/abs/2501.13667v1
"LVPruning: An Effective yet Simple Language-Guided Vision Token Pruning
  Approach for Multi-modal Large Language Models",Yizheng Sun; Yanze Xin; Hao Li; Jingyuan Sun; Chenghua Lin; Riza Batista-Navarro,2025-01-23,cs.CL,"Multi-modal Large Language Models (MLLMs) have achieved remarkable success by
integrating visual and textual modalities. However, they incur significant
computational overhead due to the large number of vision tokens processed,
limiting their practicality in resource-constrained environments. We introduce
Language-Guided Vision Token Pruning (LVPruning) for MLLMs, an effective yet
simple method that significantly reduces the computational burden while
preserving model performance. LVPruning employs cross-attention modules to
compute the importance of vision tokens based on their interaction with
language tokens, determining which to prune. Importantly, LVPruning can be
integrated without modifying the original MLLM parameters, which makes
LVPruning simple to apply or remove. Our experiments show that LVPruning can
effectively reduce up to 90% of vision tokens by the middle layer of LLaVA-1.5,
resulting in a 62.1% decrease in inference Tera Floating-Point Operations Per
Second (TFLOPs), with an average performance loss of just 0.45% across nine
multi-modal benchmarks.",http://arxiv.org/abs/2501.13652v1
"Revisiting Online Learning Approach to Inverse Linear Optimization: A
  Fenchel--Young Loss Perspective and Gap-Dependent Regret Analysis",Shinsaku Sakaue; Han Bao; Taira Tsuchiya,2025-01-23,cs.LG,"This paper revisits the online learning approach to inverse linear
optimization studied by B\""armann et al. (2017), where the goal is to infer an
unknown linear objective function of an agent from sequential observations of
the agent's input-output pairs. First, we provide a simple understanding of the
online learning approach through its connection to online convex optimization
of \emph{Fenchel--Young losses}. As a byproduct, we present an offline
guarantee on the \emph{suboptimality loss}, which measures how well predicted
objectives explain the agent's choices, without assuming the optimality of the
agent's choices. Second, assuming that there is a gap between optimal and
suboptimal objective values in the agent's decision problems, we obtain an
upper bound independent of the time horizon $T$ on the sum of suboptimality and
\emph{estimate losses}, where the latter measures the quality of solutions
recommended by predicted objectives. Interestingly, our gap-dependent analysis
achieves a faster rate than the standard $O(\sqrt{T})$ regret bound by
exploiting structures specific to inverse linear optimization, even though
neither the loss functions nor their domains enjoy desirable properties, such
as strong convexity.",http://arxiv.org/abs/2501.13648v1
"Enhancing Medical Image Analysis through Geometric and Photometric
  transformations",Khadija Rais; Mohamed Amroune; Mohamed Yassine Haouam,2025-01-23,"eess.IV, cs.CV","Medical image analysis suffers from a lack of labeled data due to several
challenges including patient privacy and lack of experts. Although some AI
models only perform well with large amounts of data, we will move to data
augmentation where there is a solution to improve the performance of our models
and increase the dataset size through traditional or advanced techniques. In
this paper, we evaluate the effectiveness of data augmentation techniques on
two different medical image datasets. In the first step, we applied some
transformation techniques to the skin cancer dataset containing benign and
malignant classes. Then, we trained the convolutional neural network (CNN) on
the dataset before and after augmentation, which significantly improved test
accuracy from 90.74% to 96.88% and decreased test loss from 0.7921 to 0.1468
after augmentation. In the second step, we used the Mixup technique by mixing
two random images and their corresponding masks using the retina and blood
vessels dataset, then we trained the U-net model and obtained the Dice
coefficient which increased from 0 before augmentation to 0.4163 after
augmentation. The result shows the effect of using data augmentation to
increase the dataset size on the classification and segmentation performance.",http://arxiv.org/abs/2501.13643v1
